id,label
1,8.423004373980802e-07
2,0.23770606517791748
3,0.30428406596183777
4,0.9930543303489685
5,1.4761944839847274e-06
6,0.00018241442739963531
7,2.5011462639668025e-05
8,0.7384843826293945
9,0.00043546719825826585
10,0.010896061547100544
11,0.5756959319114685
12,0.580258846282959
13,0.00039691844722256064
14,0.28374287486076355
15,0.4859263598918915
16,0.8629932999610901
17,5.6028216022241395e-06
18,0.5452912449836731
19,0.00013542738452088088
20,0.45609188079833984
21,0.5923739671707153
22,9.423570736544207e-05
23,0.0014013134641572833
24,0.006510935258120298
25,0.41777119040489197
26,0.6829043626785278
27,2.2718797936249757e-06
28,0.0013092115987092257
29,0.2956036627292633
30,0.18911810219287872
31,0.9911233186721802
32,0.0468912348151207
33,0.2269883006811142
34,0.29769426584243774
35,0.006086674053221941
36,0.28447645902633667
37,0.5762046575546265
38,2.8023663617204875e-05
39,3.7059662645333447e-06
40,5.6205171858891845e-05
41,0.663067102432251
42,0.6110206842422485
43,0.06810422986745834
44,0.10205188393592834
45,9.39397693855426e-07
46,0.5760628581047058
47,0.12422189116477966
48,0.6000400185585022
49,4.512876617540629e-12
50,0.28790536522865295
51,4.6688533075212035e-06
52,9.092881373362616e-05
53,0.000976208015345037
54,0.6679430603981018
55,0.0374981090426445
56,0.0002909597533289343
57,0.2987203598022461
58,0.7429878115653992
59,0.7804499864578247
60,0.22859716415405273
61,0.1737605780363083
62,0.17059843242168427
63,0.06362470984458923
64,7.428407116094604e-05
65,0.03771844133734703
66,0.0752502828836441
67,0.999998927116394
68,5.058830083726207e-06
69,0.04146382585167885
70,0.4630686938762665
71,0.9999819993972778
72,0.5820342898368835
73,0.1095973551273346
74,0.00024006904277484864
75,0.02676703967154026
76,7.362156395629427e-08
77,0.4271412491798401
78,0.3844616115093231
79,0.4054649770259857
80,0.00066788075491786
81,0.3944571614265442
82,0.03194466978311539
83,0.15483202040195465
84,1.0
85,0.25084415078163147
86,0.002884133253246546
87,1.493953583064922e-08
88,0.5044817924499512
89,0.0006126342923380435
90,0.9964641332626343
91,0.11500860750675201
92,0.0001872238499345258
93,0.890827476978302
94,0.23810648918151855
95,0.09566023200750351
96,1.9759854694711976e-06
97,0.006189240608364344
98,0.07959424704313278
99,0.4086628556251526
100,8.48782729008235e-05
101,0.49616241455078125
102,0.00018262675439473242
103,7.465219823643565e-06
104,0.011770791374146938
105,0.013881371356546879
106,0.0002232519764220342
